text,HELLO,OK,COMPLIMENT,CONNECT_TO_ADMIN,EXPLAIN_BALANCE,GUIDE_SEARCH_AUCTION,GUIDE_BIDDING,GUIDE_CREATE_AUCTION,GUIDE_CHECK_TIME_LEFT,GUIDE_ANTI_SNIPING,UNKNOWN
tôi cần người xử lý trên màn hình hiện tại,0,0,0,1,0,0,0,0,0,0,0
xem phiên sắp kết thúc cho người mới,0,0,0,0,0,1,0,0,0,0,0
mình hỏi ngu tí nau pho nhuu the nao cho nguoi moi tanks,0,0,0,0,0,0,0,0,0,0,1
trai nghiem kha tot noi ngan gon thoi,0,0,1,0,0,0,0,0,0,0,0
câu trả lời rất dễ hiểu với ạ,0,0,1,0,0,0,0,0,0,0,0
làm sao tạo phiên đấu giá với ạ,0,0,0,0,0,0,0,1,0,0,0
ờ seller tao dau gia nhu the nao trong he thong đc ko,0,0,0,0,0,0,0,1,0,0,0
pls đã hiểu tôi hơi chưa rõ nha,0,1,0,0,0,0,0,0,0,0,0
balance trong tk nghia la gi dong thoi toi muon tim san pham dang dau gia huhu,0,0,0,0,1,1,0,0,0,0,0
bấm nút nào để gửi giá giúp tôi,0,0,0,0,0,0,1,0,0,0,0
vì sao phải kiểm tra số dư trong hệ thống,0,0,0,0,1,0,0,0,0,0,0
kết nối admin giúp tôi,0,0,0,1,0,0,0,0,0,0,0
này cau rta loi dung y toi roi ket noi ad giuup toi ạ,0,0,1,1,0,0,0,0,0,0,0
số dư có phải tiền khả dụng không rồi cách tham gia dat gia,0,0,0,0,1,0,1,0,0,0,0
chào buổi sáng trong hệ thống,1,0,0,0,0,0,0,0,0,0,0
chao buoi chieu xong roi can lien he admin plz,1,0,0,1,0,0,0,0,0,0,0
cho tôi biết khái niệm số dư tôi hơi chưa rõ,0,0,0,0,1,0,0,0,0,0,0
mình hỏi ngu tí hi trợ lý sau đó hướng dẫn idder tham gia phieen thanks,1,0,0,0,0,0,1,0,0,0,0
chào buổi sáng sau đó cách tham gia đặt giá ạ,1,0,0,0,0,0,1,0,0,0,0
ờ so du anh huong gi khi dat gia noi ngan gon thoi,0,0,0,0,1,0,0,0,0,0,0
tôi muốn gọi tổng đài khi tôi đang dùng app,0,0,0,1,0,0,0,0,0,0,0
số dư ảnh hưởng gì khi đặt giá nói ngắn gọn thôi,0,0,0,0,1,0,0,0,0,0,0
đã hiểu nói ngắn gọn thôi,0,1,0,0,0,0,0,0,0,0,0
seller tạo đấu giá như thế nào đồng thời thời gian đấu giá còn bao nhiêu,0,0,0,0,0,0,0,1,1,0,0
làm sao xem danh sách đấu giá,0,0,0,0,0,1,0,0,0,0,0
muốn giữ giá cao nhất thì làm sao trong hệ thống,0,0,0,0,0,0,1,0,0,0,0
tôi cần nói chuyện với người thật tôi hơi chưa rõ,0,0,0,1,0,0,0,0,0,0,0
kết nối admin giúp tôi cho người mới,0,0,0,1,0,0,0,0,0,0,0
ê nhap gia khoi diem o dau trong he thong,0,0,0,0,0,0,0,1,0,0,0
để tôi thử trong hệ thống,0,1,0,0,0,0,0,0,0,0,0
cho hỏi abc xyz khong hieu trong he thong đc ko,0,0,0,0,0,0,0,0,0,0,1
search phiên đấu giá khi tôi đang dùng app,0,0,0,0,0,1,0,0,0,0,0
số tiền còn lại trong ví là gì nhé,0,0,0,0,1,0,0,0,0,0,0
kiểm tra time left khi tôi đang dùng app,0,0,0,0,0,0,0,0,1,0,0
ổn rồi nhé,0,1,0,0,0,0,0,0,0,0,0
ê goi han vien ho tro roi lam sao gui yeu cau tao phine đc ko,0,0,0,1,0,0,0,1,0,0,0
loc sp dang dau gia,0,0,0,0,0,1,0,0,0,0,0
tại sao cần có số dư nói ngắn gọn thôi,0,0,0,0,1,0,0,0,0,0,0
dịch câu này sang tiếng Anh tôi hơi chưa rõ,0,0,0,0,0,0,0,0,0,0,1
thông tin này giúp ích nhiều giúp tôi,0,0,1,0,0,0,0,0,0,0,0
can mo ta sp ra sao cho nguoi moi,0,0,0,0,0,0,0,1,0,0,0
