title,organization,description,seller_rating,seller_completed_rating,seller_cancel_rate,minimum_join_amount,bid_step,start_price,start_price_log,duration_minutes,extension_seconds,start_hour,day_of_week,is_weekend,targeted_risk_type,description_style,review_status,auto_approve
Máy chạy bộ Life Fitness T5 - hồ sơ kèm theo,Đội xe vận tải Long Hải,"Máy chạy bộ Life Fitness T5 - hồ sơ kèm theo được viết khá hấp dẫn, có nêu tình trạng hoạt động và phụ kiện cơ bản. Phần bảo trì, số giờ sử dụng hoặc hồ sơ kỹ thuật chưa đủ rõ nên cần manual review trước khi duyệt. thông tin nghe hợp lý nhưng vẫn cần hồ sơ gốc làm căn cứ.",4.74,0.93,0.04,24272000.0,10402000.0,346737043.94,19.664077,720,45,7,4,0,missing_information,normal,manual_review,0
Bơm thủy lực công trình - full bộ,Đơn vị vận hành khu công nghiệp,"Bơm thủy lực công trình - full bộ có thông tin vận hành, phụ kiện chính và địa điểm kiểm tra. Mô tả khá kỹ thuật nhưng chưa có đủ căn cứ về tải thực tế, lịch bảo trì hoặc danh mục phụ kiện theo máy. người xem cần đối chiếu tại chỗ trước khi quyết định.",4.25,0.84,0.05,175627000.0,87813000.0,2195333828.91,21.5096,120,60,19,5,1,missing_information,normal,manual_review,0
Máy hút dịch y tế - sẵn xem,Đơn vị vận hành khu công nghiệp,"máy hút dịch y tế - sẵn xem, co test tai cho roi, may chay deu, xem ok thi dat gia, phu kien nhu hinh, gia de mo phien vua tam Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 16h ngày 3.",3.97,0.68,0.1,79061476.94,18397952.34,651263430.72,20.294425,360,45,16,3,0,seller_risk,spam,manual_review,0
Nhà phố mặt tiền kinh doanh - có ảnh thật,Phòng thiết bị bệnh viện tư,"Nhà phố mặt tiền kinh doanh - có ảnh thật được giới thiệu với vị trí và công năng khá rõ. Người bán nêu có hồ sơ liên quan đến quyền sử dụng hoặc quyền thuê. Diện tích, thời hạn sử dụng và điều kiện bàn giao được mô tả ở mức tổng quát. Tuy nhiên phần tình trạng pháp lý, phụ lục hợp đồng hoặc phạm vi chuyển nhượng chưa đủ căn cứ để tự duyệt. Một vài chi tiết chỉ được xác nhận khi xem trực tiếp.",4.27,0.86,0.07,740852000.0,444511000.0,7408524951.75,22.725897,240,30,19,4,0,ownership_or_usage_right_unclear,legal,manual_review,0
Máy thở Drager Evita - hồ sơ kèm theo,Bếp công nghiệp Sao Việt,"Máy thở Drager Evita - hồ sơ kèm theo được mô tả còn hoạt động và có thể kiểm tra tại đơn vị bán. Bài đăng nêu tình trạng thiết bị, phụ kiện chính và phạm vi bàn giao. Một số thông tin chuyên môn như kiểm định, hiệu chuẩn, nguồn gốc hoặc điều kiện sử dụng chưa đủ rõ. Thiết bị thuộc nhóm cần kiểm tra thận trọng trước khi cho tự động duyệt. Phần bàn giao cuối cùng chưa được liệt kê thành danh mục riêng.",4.28,0.87,0.08,41863000.0,26640000.0,380570271.08,19.757181,360,45,8,4,0,condition_unclear,legal,manual_review,0
Đèn năng lượng mặt trời sân vườn - sẵn xem,Trung tâm máy công trình cũ,"Đèn năng lượng mặt trời sân vườn - sẵn xem có mô tả tương đối đầy đủ về tình trạng và cách xem hàng. Dù vậy số lượng phụ kiện, kích thước hoặc phạm vi bàn giao vẫn chưa rõ ở vài điểm quan trọng. bài đăng khá chỉn chu nhưng còn khoảng trống về chứng từ.",4.29,0.88,0.09,1107000.0,369000.0,18455083.22,16.73085,720,60,8,6,1,missing_information,professional,manual_review,0
Vị trí để xe sân bay theo tháng,Phòng thiết bị bệnh viện tư,"vị trí để xe theo tháng, nhận thẻ tại quầy dịch vụ, co gi nhan minh gui them anh, may chay deu, co test nguon roi, lay tai kho Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 8h ngày 0.",4.17,0.9,0.08,12191185.62,18326667.8,265472340.13,19.397021,360,45,8,0,0,seller_risk,messy,manual_review,0
Máy cắt dây EDM Sodick,Kho thu hồi thiết bị,"Máy cắt dây EDM Sodick có thông tin vận hành, phụ kiện chính và địa điểm kiểm tra. Mô tả khá kỹ thuật nhưng chưa có đủ căn cứ về tải thực tế, lịch bảo trì hoặc danh mục phụ kiện theo máy. thông tin nghe hợp lý nhưng vẫn cần hồ sơ gốc làm căn cứ.",4.31,0.9,0.03,11259000.0,5629000.0,140732528.1,18.762372,180,30,20,3,0,missing_information,normal,manual_review,0
Xe nâng điện Toyota 8FBN,Bếp công nghiệp Sao Việt,"Xe nâng điện Toyota 8FBN được mô tả ngoại hình gọn, vận hành ổn và có thể xem trực tiếp tại Bếp công nghiệp Sao Việt. Hồ sơ xe hoặc phạm vi giấy tờ bàn giao chưa nêu thành danh mục rõ ràng, vì vậy không nên auto approve dù seller có điểm tốt. bài đăng khá chỉn chu nhưng còn khoảng trống về chứng từ.",4.32,0.91,0.04,39123000.0,21735000.0,434697920.9,19.890162,240,45,13,4,0,condition_unclear,normal,manual_review,0
Máy hút dịch y tế,Phòng thiết bị bệnh viện tư,Máy hút dịch y tế do Phòng thiết bị bệnh viện tư đăng đấu giá. Bài viết có vẻ chuyên nghiệp nhưng chưa đủ căn cứ về tình trạng vận hành thực tế. Giá khởi điểm 648.674.635 được giữ lại để so với mặt bằng cùng nhóm. Nội dung này giữ văn phong nghiêm túc nhưng vẫn theo đúng trạng thái xét duyệt của mẫu.,4.33,0.92,0.05,64867000.0,38920000.0,648674635.28,20.290442,360,60,2,0,0,regulated_item_risk,legal,manual_review,0
Máy khoan bản lề tự động,Ngân hàng xử lý tài sản,"Máy khoan bản lề tự động có thông tin vận hành, phụ kiện chính và địa điểm kiểm tra. Mô tả khá kỹ thuật nhưng chưa có đủ căn cứ về tải thực tế, lịch bảo trì hoặc danh mục phụ kiện theo máy. thông tin nghe hợp lý nhưng vẫn cần hồ sơ gốc làm căn cứ.",4.34,0.93,0.06,88922000.0,56587000.0,808381671.82,20.510545,720,90,20,1,0,document_risk,normal,manual_review,0
Máy laser thẩm mỹ Lumenis - hồ sơ kèm theo,Kho thu hồi thiết bị,"máy laser thẩm mỹ lumenis - hồ sơ kèm theo còn dùng tốt, tình trạng rõ, phụ kiện chính đủ. viết nhanh hơi lộn xộn nhưng xem là kiểm được ngay. Tuy nhiên phiên này chuyển manual_review vì khung giờ, thời lượng hoặc điều kiện kiểm tra còn chưa phù hợp với quy tắc an toàn; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 5h ngày 6.",4.37,0.92,0.02,14699000.0,4900000.0,244976136.61,19.316671,120,20,5,6,1,condition_unclear,messy,manual_review,0
Máy hút bụi công nghiệp gỗ,Phòng vật tư thanh lý,"máy hút bụi công nghiệp gỗ còn chạy, test tại xưởng được, phụ kiện chính để cùng máy. hơi bụi do để kho nhưng thông số chính có đủ. Tuy nhiên phiên này chuyển manual_review vì khung giờ, thời lượng hoặc điều kiện kiểm tra còn chưa phù hợp với quy tắc an toàn; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 4h ngày 0.",4.38,0.93,0.03,8871000.0,3802000.0,126721690.44,18.657504,180,30,4,0,0,condition_unclear,casual,manual_review,0
Tủ mát Hoshizaki 2 cánh - sẵn xem,Phòng thiết bị bệnh viện tư,"Tủ mát Hoshizaki 2 cánh - sẵn xem nhìn còn sử dụng được, tình trạng vệ sinh và phụ kiện chính được mô tả tương đối rõ. Tuy nhiên lịch bảo trì, nguồn gốc hoặc phạm vi khay/phụ kiện đi kèm chưa được xác nhận đầy đủ. một vài chi tiết chỉ được xác nhận khi xem trực tiếp.",4.37,0.86,0.09,98999000.0,49499000.0,1237484302.5,20.936346,240,60,7,5,1,missing_information,normal,manual_review,0
Máy rửa xe Karcher K5 - hồ sơ kèm theo,Ban quản lý tòa nhà Hòa Bình,máy rửa xe karcher k5 - hồ sơ kèm theo đang để ở kho. người mua xem trực tiếp được. giá và bước giá đặt ở mức vừa phải. bàn giao trong tuần. phụ kiện theo ảnh Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 18h ngày 3.,4.06,0.73,0.14,1899415.02,640194.83,17577146.43,16.68211,60,60,18,3,0,seller_risk,messy,manual_review,0
Suzuki Carry Pro 2020,Văn phòng môi giới địa phương,"Suzuki Carry Pro 2020 được mô tả ngoại hình gọn, vận hành ổn và có thể xem trực tiếp tại Văn phòng môi giới địa phương. Hồ sơ xe hoặc phạm vi giấy tờ bàn giao chưa nêu thành danh mục rõ ràng, vì vậy không nên auto approve dù seller có điểm tốt. bài đăng khá chỉn chu nhưng còn khoảng trống về chứng từ.",4.39,0.88,0.03,9546000.0,5728000.0,95458443.21,18.374202,720,30,21,4,0,unclear_origin,normal,manual_review,0
Chỗ đậu xe nhà kho logistics - có ảnh thật,Garage Hoàng Gia,"Chỗ đậu xe nhà kho logistics - có ảnh thật do Garage Hoàng Gia đăng đấu giá. Mô tả lịch sự nhưng thời hạn sử dụng và điều kiện đặt cọc vẫn cần admin kiểm tra. Bài đăng do Garage Hoàng Gia đưa lên, phần còn lại kiểm tra theo hồ sơ khi xem hàng. Nội dung này giữ văn phong nghiêm túc nhưng vẫn theo đúng trạng thái xét duyệt của mẫu.",4.4,0.89,0.04,19510000.0,12415000.0,177362331.64,18.993705,120,45,15,3,0,missing_information,legal,manual_review,0
Máy siêu âm Mindray DC40 - sẵn xem,Ngân hàng xử lý tài sản,"Máy siêu âm Mindray DC40 - sẵn xem do Ngân hàng xử lý tài sản đăng đấu giá. Người bán ghi thiết bị dùng ổn, tuy vậy phạm vi sử dụng và hồ sơ đi kèm cần kiểm tra thêm. Lịch đấu rơi vào ngày 3, người tham gia có thể hỏi thêm trước khi đặt cọc. Nội dung này giữ văn phong nghiêm túc nhưng vẫn theo đúng trạng thái xét duyệt của mẫu.",4.41,0.9,0.05,6129000.0,2043000.0,102144504.81,18.441899,180,60,4,3,0,condition_unclear,legal,manual_review,0
Căn hộ chung cư 2 phòng ngủ - sẵn xem,Xưởng gỗ Gia Hưng,"căn hộ chung cư 2 phòng ngủ - sẵn xem giấy tờ có sẵn, diện tích ghi rõ, hợp đồng và điều kiện bàn giao xem tại văn phòng. viết hơi gấp nhưng đủ thông tin chính. Tuy nhiên phiên này chuyển manual_review vì phạm vi quyền sử dụng, thời hạn hoặc điều kiện bàn giao cần đối chiếu hồ sơ; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 2h ngày 6.",4.44,0.9,0.03,1493950000.0,746975000.0,18674374317.89,23.650418,240,60,2,6,1,ownership_or_usage_right_unclear,casual,manual_review,0
Máy trộn bê tông 350L - hồ sơ kèm theo,Ban quản lý tòa nhà Hòa Bình,"Máy trộn bê tông 350L - hồ sơ kèm theo do Ban quản lý tòa nhà Hòa Bình đăng đấu giá. Bài viết đẹp nhưng giá và lịch vận hành chưa đủ căn cứ để tự động duyệt. Thông tin được ghi theo cách người bán cung cấp, không thêm trường ngoài dataset. Nội dung này giữ văn phong nghiêm túc nhưng vẫn theo đúng trạng thái xét duyệt của mẫu.",4.43,0.92,0.07,131826000.0,65913000.0,1647827370.22,21.222724,360,30,22,4,0,document_risk,professional,manual_review,0
Máy xúc đào Komatsu PC200,Kho thiết bị Bình An,"Máy xúc đào Komatsu PC200 - Kho thiết bị Bình An. Thông tin chuyên nghiệp nhưng chưa có đủ thông số vận hành và biên bản kiểm tra máy. Người xem được hẹn ở khung 3h, thông tin này chỉ dùng để đối chiếu thêm.",4.44,0.93,0.08,190534000.0,105852000.0,2117046292.67,21.473288,720,45,3,2,0,missing_information,normal,manual_review,0
Kia K3 2021 - sẵn xem,Xưởng gỗ Gia Hưng,"Kia K3 2021 - sẵn xem được mô tả ngoại hình gọn, vận hành ổn và có thể xem trực tiếp tại Xưởng gỗ Gia Hưng. Hồ sơ xe hoặc phạm vi giấy tờ bàn giao chưa nêu thành danh mục rõ ràng, vì vậy không nên auto approve dù seller có điểm tốt. người xem cần đối chiếu tại chỗ trước khi quyết định.",4.45,0.84,0.09,18627000.0,11176000.0,186273803.24,19.042728,120,60,17,3,0,unclear_origin,normal,manual_review,0
Trung tâm gia công Haas VF2 - full bộ,Cửa hàng dụng cụ Tân Lợi,"Trung tâm gia công Haas VF2 - full bộ - Cửa hàng dụng cụ Tân Lợi. Người đăng ghi máy còn hoạt động, tuy vậy điện áp, phụ kiện và tình trạng bảo trì chưa rõ. Mức cọc 66.122.000 và bước giá 42.078.000 đã được ghi riêng trong phiên.",4.46,0.85,0.1,66122000.0,42078000.0,601107570.6,20.214284,180,90,7,3,0,document_risk,normal,manual_review,0
Căn hộ chung cư 2 phòng ngủ - có ảnh thật,Bếp công nghiệp Sao Việt,"Căn hộ chung cư 2 phòng ngủ - có ảnh thật được giới thiệu với vị trí và công năng khá rõ. Người bán nêu có hồ sơ liên quan đến quyền sử dụng hoặc quyền thuê. Diện tích, thời hạn sử dụng và điều kiện bàn giao được mô tả ở mức tổng quát. Tuy nhiên phần tình trạng pháp lý, phụ lục hợp đồng hoặc phạm vi chuyển nhượng chưa đủ căn cứ để tự duyệt. Bài đăng khá chỉn chu nhưng còn khoảng trống về chứng từ.",4.47,0.86,0.03,951320000.0,317107000.0,15855325986.02,23.486771,240,30,6,0,0,missing_information,legal,manual_review,0
Shophouse khu thương mại,Công ty logistics Đông Dương,"Shophouse khu thương mại được giới thiệu với vị trí và công năng khá rõ. Người bán nêu có hồ sơ liên quan đến quyền sử dụng hoặc quyền thuê. Diện tích, thời hạn sử dụng và điều kiện bàn giao được mô tả ở mức tổng quát. Tuy nhiên phần tình trạng pháp lý, phụ lục hợp đồng hoặc phạm vi chuyển nhượng chưa đủ căn cứ để tự duyệt. Phần bàn giao cuối cùng chưa được liệt kê thành danh mục riêng.",4.48,0.87,0.04,325237000.0,139387000.0,4646241778.84,22.259325,360,45,17,0,0,ownership_or_usage_right_unclear,legal,manual_review,0
Nhà xưởng khu công nghiệp - sẵn xem,Kho thu hồi thiết bị,"Nhà xưởng khu công nghiệp - sẵn xem được giới thiệu với vị trí và công năng khá rõ. Người bán nêu có hồ sơ liên quan đến quyền sử dụng hoặc quyền thuê. Diện tích, thời hạn sử dụng và điều kiện bàn giao được mô tả ở mức tổng quát. Tuy nhiên phần tình trạng pháp lý, phụ lục hợp đồng hoặc phạm vi chuyển nhượng chưa đủ căn cứ để tự duyệt. Thông tin nghe hợp lý nhưng vẫn cần hồ sơ gốc làm căn cứ.",4.49,0.88,0.05,1149554000.0,574777000.0,14369419716.52,23.388368,720,60,4,3,0,ownership_or_usage_right_unclear,legal,manual_review,0
Nhà phố mặt tiền kinh doanh,Bếp công nghiệp Sao Việt,"nhà phố mặt tiền kinh doanh giấy tờ có sẵn, diện tích ghi rõ, hợp đồng và điều kiện bàn giao xem tại văn phòng. viết hơi gấp nhưng đủ thông tin chính. Tuy nhiên phiên này chuyển manual_review vì phạm vi quyền sử dụng, thời hạn hoặc điều kiện bàn giao cần đối chiếu hồ sơ; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 18h ngày 1.",4.52,0.89,0.05,670963000.0,223654000.0,11182710719.56,23.137635,120,60,18,1,0,ownership_or_usage_right_unclear,messy,manual_review,0
