title,description,seller_rating,seller_completed_auctions,seller_cancel_rate,title_length,desc_length,num_positive_keywords,num_negative_keywords,start_price,start_price_log,duration_minutes,extension_seconds,start_hour,day_of_week,is_weekend,auto_approve
seiko 5 moi hong,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem moi. luu y hong. co hoa don. chat luong tot. ngoai hinh dep. co the giao dich truc tiep,4.4,119,0.123,16,150,3,1,7609596,15.84492,60,30,23,3,0,1
macbook air m1 tot,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem tot. co dac diem cao cap. luu y vo. da su dung on dinh. ngoai hinh dep. ho tro kiem tra. hinh anh that. mo ta chi tiet,3.68,47,0.442,18,187,3,1,32091402,17.2841,60,30,0,2,0,0
casio gshock tot,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem it dung. co dac diem tot. co dac diem chinh hang. mo ta chi tiet. hinh anh that. co the giao dich truc tiep. thong tin trung thuc,2.23,103,0.309,16,197,3,1,47264913,17.67128,240,45,22,0,0,0
galaxy buds bao hanh,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem bao hanh. co dac diem zin. thong tin trung thuc. ho tro kiem tra. da su dung on dinh. ngoai hinh dep. co hoa don,4.65,193,0.242,20,180,3,1,44616623,17.61362,240,30,7,5,1,1
oppo find x5 fullbox gap,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem fullbox. luu y gap. nguon goc ro rang. ho tro kiem tra. chat luong tot,1.46,52,0.323,24,141,2,1,32854689,17.30761,30,90,14,6,1,0
hp spectre dep,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem dep. hinh anh that. da su dung on dinh. co hoa don. ngoai hinh dep,1.01,55,0.26,14,131,1,0,3089347,14.94347,90,45,22,0,0,0
iphone 13 moi,san pham thuoc nhom dien thoai. ten san pham iphone 13. co dac diem moi. co dac diem day du phu kien. co dac diem bao hanh. ho tro kiem tra. da su dung on dinh. chat luong tot. ngoai hinh dep. mo ta chi tiet,2.5,174,0.434,13,207,5,0,36241828,17.40572,45,120,11,0,0,1
fujifilm xt30 chinh hang,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem like new. co dac diem chinh hang. luu y hong. ngoai hinh dep. da su dung on dinh. mo ta chi tiet. co the giao dich truc tiep. chat luong tot,2.38,70,0.085,24,208,4,1,48705533,17.7013,240,15,1,6,1,1
canon eos tot,san pham thuoc nhom camera. ten san pham canon eos. co dac diem tot. thong tin trung thuc. hinh anh that. mo ta chi tiet. ho tro kiem tra. ngoai hinh dep,2.61,59,0.243,13,153,2,1,3837895,15.16043,45,90,9,1,0,0
nikon d750 nguyen seal,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem nguyen seal. co dac diem like new. luu y mat phu kien. da su dung on dinh. co hoa don. ngoai hinh dep,1.24,242,0.266,22,166,3,1,49389249,17.71524,45,120,21,3,0,0
samsung s23 nguyen seal,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem dep. co dac diem nguyen seal. co dac diem day du phu kien. co hoa don. da su dung on dinh. nguon goc ro rang,4.02,121,0.108,23,178,3,0,15172616,16.535,60,120,4,6,1,1
oppo find x5 dep,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem dep. mo ta chi tiet. co hoa don. thong tin trung thuc. nguon goc ro rang. ho tro kiem tra,1.32,115,0.381,16,160,1,1,6255153,15.64892,120,120,6,0,0,0
canon eos tot,san pham thuoc nhom camera. ten san pham canon eos. co dac diem tot. co dac diem cao cap. co dac diem dep. mo ta chi tiet. ho tro kiem tra. co hoa don. hinh anh that. co the giao dich truc tiep,4.75,246,0.334,13,193,3,0,32189835,17.28716,45,120,19,5,1,1
hp spectre zin,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem zin. co hoa don. ho tro kiem tra. chat luong tot. mo ta chi tiet,1.39,184,0.211,14,129,2,0,21540491,16.88545,45,45,10,3,0,0
thinkpad x1,san pham thuoc nhom laptop. ten san pham thinkpad x1. co hoa don. nguon goc ro rang. mo ta chi tiet. ngoai hinh dep. co the giao dich truc tiep,2.52,213,0.111,11,143,1,0,37002994,17.42651,180,120,10,2,0,1
seiko 5 bao hanh xuoc,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem nguyen seal. co dac diem bao hanh. luu y xuoc. co the giao dich truc tiep. hinh anh that,4.06,105,0.062,21,151,2,1,42375671,17.56208,45,15,22,1,0,1
fujifilm xt30 cao cap,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem cao cap. hinh anh that. thong tin trung thuc. da su dung on dinh. ngoai hinh dep. chat luong tot,3.12,70,0.241,21,164,3,1,19289342,16.77506,30,90,22,5,1,1
macbook air m1 tot,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem like new. co dac diem it dung. co dac diem tot. ho tro kiem tra. co hoa don. da su dung on dinh. hinh anh that,2.49,103,0.207,18,179,3,0,16371405,16.61105,180,30,9,5,1,1
iphone 13,san pham thuoc nhom dien thoai. ten san pham iphone 13. hinh anh that. thong tin trung thuc. nguon goc ro rang. ngoai hinh dep. mo ta chi tiet,4.38,165,0.353,9,142,1,1,38023995,17.45373,240,15,16,0,0,0
fujifilm xt30 cao cap test,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem cao cap. luu y mat phu kien. luu y test. mo ta chi tiet. nguon goc ro rang,4.01,182,0.369,26,142,1,2,5213187,15.4667,60,30,18,1,0,1
casio gshock it dung,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem it dung. luu y khong ro. hinh anh that. co the giao dich truc tiep. da su dung on dinh. ngoai hinh dep,4.35,87,0.272,20,170,2,2,41245798,17.53506,120,60,10,0,0,1
seiko 5 day du phu kien,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem day du phu kien. thong tin trung thuc. da su dung on dinh. co the giao dich truc tiep,4.09,75,0.359,23,148,1,1,47905903,17.68475,30,15,8,1,0,0
asus tuf chinh hang,san pham thuoc nhom laptop. ten san pham asus tuf. co dac diem chinh hang. ho tro kiem tra. co hoa don. co the giao dich truc tiep. chat luong tot. hinh anh that,1.75,114,0.251,19,161,2,0,34439323,17.35471,90,15,0,0,0,0
oppo find x5 chinh hang,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem day du phu kien. co dac diem chinh hang. da su dung on dinh. co the giao dich truc tiep. mo ta chi tiet. co hoa don. thong tin trung thuc,1.68,97,0.076,23,208,2,1,18096846,16.71125,60,45,15,1,0,0
casio gshock fullbox,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem fullbox. mo ta chi tiet. chat luong tot. thong tin trung thuc. ngoai hinh dep,1.43,77,0.003,20,145,3,1,26604439,17.09659,60,90,12,6,1,0
casio gshock cao cap gap,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem cao cap. luu y gap. ho tro kiem tra. nguon goc ro rang. da su dung on dinh. ngoai hinh dep. chat luong tot,3.94,162,0.221,24,174,3,1,38696604,17.47126,240,30,10,3,0,1
casio gshock tot,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem tot. chat luong tot. mo ta chi tiet,2.75,74,0.374,16,103,1,0,4691159,15.36119,240,60,21,3,0,0
sony wh-1000xm5 day du phu kien,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem day du phu kien. chat luong tot. thong tin trung thuc,3.33,136,0.228,31,125,2,1,46469796,17.65431,90,90,1,6,1,1
canon eos cao cap,san pham thuoc nhom camera. ten san pham canon eos. co dac diem cao cap. thong tin trung thuc. hinh anh that. da su dung on dinh,4.87,84,0.435,17,128,1,1,28937382,17.18064,30,15,3,2,0,0
sony a6400 cao cap,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem cao cap. hinh anh that. chat luong tot. co the giao dich truc tiep. nguon goc ro rang,2.66,246,0.039,18,150,2,0,49049585,17.70834,45,45,9,2,0,1
hp spectre it dung,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem zin. co dac diem it dung. co hoa don. hinh anh that,4.24,29,0.01,18,116,2,0,23073571,16.9542,180,15,21,6,1,1
hp spectre dep,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem dep. mo ta chi tiet. da su dung on dinh. nguon goc ro rang. co the giao dich truc tiep. ho tro kiem tra,3.63,101,0.013,14,168,1,0,41262018,17.53545,45,60,18,3,0,1
thinkpad x1 fullbox,san pham thuoc nhom laptop. ten san pham thinkpad x1. co dac diem fullbox. luu y gap. ho tro kiem tra. thong tin trung thuc. mo ta chi tiet,2.83,67,0.302,19,139,1,2,32898713,17.30894,120,120,10,4,0,0
apple watch tot,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem tot. luu y xuoc. nguon goc ro rang. ho tro kiem tra,1.47,78,0.053,15,118,1,1,25102146,17.03846,180,30,16,3,0,0
hp spectre cao cap,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem cao cap. chat luong tot. co hoa don. nguon goc ro rang,1.75,215,0.203,18,119,2,0,3647790,15.10963,240,45,0,3,0,0
seiko 5 it dung,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem it dung. nguon goc ro rang. co the giao dich truc tiep. hinh anh that. da su dung on dinh. ngoai hinh dep,2.17,70,0.101,15,168,2,0,19422336,16.78193,45,60,18,5,1,1
apple watch dep,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem dep. co dac diem nguyen seal. ngoai hinh dep. mo ta chi tiet. da su dung on dinh. hinh anh that. ho tro kiem tra,4.32,192,0.111,15,179,2,0,2212945,14.60984,90,45,11,6,1,1
apple watch tot,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem it dung. co dac diem tot. nguon goc ro rang. thong tin trung thuc. mo ta chi tiet. da su dung on dinh. co the giao dich truc tiep,4.22,145,0.158,15,196,2,1,18913296,16.75538,120,90,5,2,0,1
galaxy buds cao cap,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem dep. co dac diem cao cap. luu y loi. luu y xuoc. nguon goc ro rang. thong tin trung thuc. mo ta chi tiet. co the giao dich truc tiep,3.85,212,0.111,19,200,2,3,45431332,17.63171,90,60,4,4,0,0
seiko 5 day du phu kien,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem fullbox. co dac diem day du phu kien. chat luong tot. thong tin trung thuc. ho tro kiem tra. co hoa don,1.01,198,0.381,23,166,3,1,6300630,15.65616,180,60,20,5,1,0
oppo find x5 like new,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem like new. luu y cu. luu y mat phu kien. ngoai hinh dep. nguon goc ro rang. chat luong tot. da su dung on dinh,2.37,174,0.343,21,180,3,2,3133177,14.95756,30,120,14,0,0,0
asus tuf like new xuoc,san pham thuoc nhom laptop. ten san pham asus tuf. co dac diem day du phu kien. co dac diem like new. luu y khong ro. luu y xuoc. ho tro kiem tra. co hoa don,1.33,170,0.407,22,157,2,3,11158200,16.22769,30,60,20,2,0,0
asus tuf chinh hang cu,san pham thuoc nhom laptop. ten san pham asus tuf. co dac diem chinh hang. co dac diem like new. luu y cu. hinh anh that. thong tin trung thuc. ho tro kiem tra. da su dung on dinh. ngoai hinh dep,4.95,108,0.312,22,195,3,2,32107920,17.28461,30,30,12,0,0,1
iphone 13 bao hanh,san pham thuoc nhom dien thoai. ten san pham iphone 13. co dac diem bao hanh. luu y can sua. co the giao dich truc tiep. ngoai hinh dep. hinh anh that,3.44,42,0.198,18,150,2,1,48531592,17.69773,45,120,23,1,0,1
fujifilm xt30 it dung,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem fullbox. co dac diem bao hanh. co dac diem it dung. ho tro kiem tra. da su dung on dinh. thong tin trung thuc. ngoai hinh dep. co the giao dich truc tiep,1.99,165,0.038,21,221,4,1,37187819,17.43149,120,90,23,4,0,1
samsung s23 like new,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem like new. hinh anh that. mo ta chi tiet. chat luong tot. ngoai hinh dep,1.45,127,0.287,20,141,3,0,4815534,15.38736,120,15,11,2,0,0
fujifilm xt30 zin,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem zin. thong tin trung thuc. co the giao dich truc tiep,1.06,55,0.018,17,121,1,1,4107996,15.22845,240,60,16,2,0,0
fujifilm xt30 cao cap,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem cao cap. co the giao dich truc tiep. co hoa don. thong tin trung thuc. ngoai hinh dep,4.68,249,0.364,21,153,2,1,36046535,17.40032,60,60,18,5,1,1
samsung s23 like new,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem like new. co dac diem chinh hang. luu y vo. chat luong tot. hinh anh that,2.24,189,0.296,20,143,3,1,11837397,16.28677,30,15,22,1,0,1
asus tuf moi,san pham thuoc nhom laptop. ten san pham asus tuf. co dac diem it dung. co dac diem moi. co dac diem bao hanh. co hoa don. co the giao dich truc tiep. hinh anh that,2.34,109,0.122,12,164,3,0,4336376,15.28255,60,120,18,5,1,1
casio gshock xuoc,san pham thuoc nhom dong ho. ten san pham casio gshock. luu y xuoc. thong tin trung thuc. co the giao dich truc tiep,1.91,130,0.001,17,116,0,2,874638,13.68157,45,15,15,2,0,0
thinkpad x1 cao cap vo,san pham thuoc nhom laptop. ten san pham thinkpad x1. co dac diem dep. co dac diem cao cap. co dac diem day du phu kien. luu y vo. co the giao dich truc tiep. ho tro kiem tra. thong tin trung thuc. co hoa don,3.69,13,0.081,22,208,3,2,34663015,17.36118,30,60,2,3,0,1
galaxy buds,san pham thuoc nhom tai nghe. ten san pham galaxy buds. mo ta chi tiet. co hoa don. ngoai hinh dep. ho tro kiem tra,3.49,118,0.166,11,115,1,0,33158874,17.31682,240,30,23,4,0,1
thinkpad x1,san pham thuoc nhom laptop. ten san pham thinkpad x1. ngoai hinh dep. ho tro kiem tra. hinh anh that,4.8,0,0.342,11,100,1,0,25301376,17.04637,240,120,23,2,0,0
sony a6400 bao hanh khong ro,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem bao hanh. luu y khong ro. luu y mat phu kien. ho tro kiem tra. chat luong tot. co the giao dich truc tiep. co hoa don. hinh anh that,3.02,163,0.369,28,197,2,3,5071788,15.4392,120,90,1,3,0,0
thinkpad x1 day du phu kien khong ro,san pham thuoc nhom laptop. ten san pham thinkpad x1. co dac diem day du phu kien. luu y khong ro. co the giao dich truc tiep. mo ta chi tiet. nguon goc ro rang,4.12,149,0.049,36,160,1,2,7140571,15.7813,45,60,14,2,0,1
nikon d750 moi,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem moi. co dac diem zin. co dac diem it dung. nguon goc ro rang. co hoa don,4.31,178,0.271,14,137,3,0,14479800,16.48827,240,45,4,0,0,1
beats studio buds moi,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem moi. co dac diem bao hanh. chat luong tot. ngoai hinh dep. mo ta chi tiet. hinh anh that. thong tin trung thuc,1.41,203,0.063,21,184,4,1,852415,13.65583,30,30,4,1,0,1
airpods pro fullbox,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem fullbox. co dac diem chinh hang. chat luong tot. nguon goc ro rang. co the giao dich truc tiep,4.62,212,0.364,19,162,3,0,8272692,15.92847,30,60,1,1,0,1
seiko 5 bao hanh,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem day du phu kien. co dac diem bao hanh. nguon goc ro rang. co hoa don. ngoai hinh dep,2.78,38,0.016,16,147,3,0,41602234,17.54366,120,30,20,2,0,1
fujifilm xt30,san pham thuoc nhom camera. ten san pham fujifilm xt30. da su dung on dinh. mo ta chi tiet. ngoai hinh dep,3.52,205,0.245,13,106,1,0,1360634,14.12346,90,120,11,3,0,1
casio gshock day du phu kien,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem day du phu kien. co dac diem moi. co dac diem bao hanh. thong tin trung thuc. mo ta chi tiet. hinh anh that. da su dung on dinh,4.11,14,0.364,28,195,3,1,31704203,17.27196,120,45,18,1,0,1
iphone 14 pro it dung,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem it dung. co dac diem chinh hang. ho tro kiem tra. nguon goc ro rang. ngoai hinh dep. co the giao dich truc tiep. co hoa don,2.27,188,0.314,21,195,3,0,39749087,17.4981,30,120,22,2,0,1
sony a6400 dep,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem zin. co dac diem dep. chat luong tot. hinh anh that. co the giao dich truc tiep,1.22,154,0.098,14,144,3,0,35379361,17.38164,90,15,10,4,0,0
dell xps 13 nguyen seal,san pham thuoc nhom laptop. ten san pham dell xps 13. co dac diem nguyen seal. co dac diem chinh hang. luu y hong. co the giao dich truc tiep. ngoai hinh dep. ho tro kiem tra,4.84,95,0.317,23,174,3,1,44485433,17.61067,90,90,3,2,0,1
thinkpad x1 zin,san pham thuoc nhom laptop. ten san pham thinkpad x1. co dac diem cao cap. co dac diem zin. ngoai hinh dep. ho tro kiem tra. mo ta chi tiet,3.66,208,0.079,15,139,3,0,20640558,16.84277,180,120,9,1,0,1
oppo find x5 tot,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem tot. luu y hong. luu y xuoc. thong tin trung thuc. co the giao dich truc tiep. chat luong tot,1.56,190,0.035,16,164,1,2,23324033,16.96499,60,30,20,0,0,0
beats studio buds,san pham thuoc nhom tai nghe. ten san pham beats studio buds. ho tro kiem tra. co hoa don,4.15,184,0.001,17,89,0,0,25949800,17.07167,90,120,13,1,0,1
seiko 5 zin,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem zin. chat luong tot. co the giao dich truc tiep. hinh anh that,2.18,81,0.118,11,125,2,0,7077979,15.7725,30,45,5,3,0,0
oppo find x5 tot,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem nguyen seal. co dac diem tot. co dac diem cao cap. luu y cu. luu y hong. thong tin trung thuc. da su dung on dinh. nguon goc ro rang,1.21,84,0.092,16,203,3,2,12799627,16.36493,90,120,17,5,1,0
nikon d750 chinh hang,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem fullbox. co dac diem chinh hang. nguon goc ro rang. hinh anh that. ho tro kiem tra. ngoai hinh dep. mo ta chi tiet,1.35,210,0.298,21,179,3,0,40329782,17.5126,90,30,3,0,0,0
airpods pro zin,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem day du phu kien. co dac diem zin. co the giao dich truc tiep. ngoai hinh dep. da su dung on dinh. thong tin trung thuc,2.48,97,0.166,15,186,3,1,29965472,17.21556,30,45,14,3,0,0
airpods pro fullbox,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem fullbox. ngoai hinh dep. da su dung on dinh. mo ta chi tiet. co hoa don,1.24,99,0.368,19,139,2,0,28143922,17.15284,120,120,15,4,0,0
casio gshock khong ro,san pham thuoc nhom dong ho. ten san pham casio gshock. luu y khong ro. chat luong tot. nguon goc ro rang,4.8,42,0.437,21,105,1,2,12983628,16.3792,45,15,13,0,0,1
galaxy watch nguyen seal,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem tot. co dac diem moi. co dac diem nguyen seal. co the giao dich truc tiep. da su dung on dinh,3.23,141,0.147,24,161,3,0,18585523,16.73789,120,60,0,6,1,1
fujifilm xt30 tot,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem tot. thong tin trung thuc. co the giao dich truc tiep,4.14,222,0.241,17,121,1,1,23126669,16.9565,90,45,12,5,1,1
fujifilm xt30,san pham thuoc nhom camera. ten san pham fujifilm xt30. thong tin trung thuc. da su dung on dinh. hinh anh that,2.58,225,0.149,13,111,0,1,15993676,16.5877,30,120,15,2,0,1
samsung s23 moi,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem moi. co dac diem zin. co dac diem fullbox. co hoa don. chat luong tot. ho tro kiem tra,2.08,106,0.272,15,156,4,0,6041939,15.61424,45,60,6,6,1,1
casio gshock moi,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem bao hanh. co dac diem fullbox. co dac diem moi. nguon goc ro rang. ngoai hinh dep. hinh anh that. co the giao dich truc tiep. da su dung on dinh,4.5,51,0.377,16,212,4,0,16793008,16.63647,30,60,1,2,0,1
galaxy buds cao cap,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem cao cap. co dac diem fullbox. co dac diem chinh hang. chat luong tot. thong tin trung thuc. nguon goc ro rang. da su dung on dinh,2.9,141,0.157,19,197,4,1,11023212,16.21551,240,45,23,6,1,1
airpods pro tot,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem tot. mo ta chi tiet. thong tin trung thuc. co hoa don,3.61,131,0.009,15,121,1,1,45831649,17.64049,30,60,4,5,1,1
iphone 14 pro moi khong ro,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem moi. luu y khong ro. chat luong tot. co hoa don. mo ta chi tiet. thong tin trung thuc,2.21,133,0.371,26,157,2,2,26702455,17.10027,120,15,0,4,0,0
